position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,mvp,opoy,dpoy,allpro
S,5,3,0,0,0,0,0,3,0,0,0,0
CB,36,10,3,0,0,0,0,13,0,0,0,0
LB,17,4,4,0,0,0,0,12,0,0,0,0
DE,85,15,56,0,2,0,14,5,0,0,0,1
S,81,37,12,0,0,0,3,2,0,0,0,0
CB,46,13,0,0,4,0,2,5,0,0,0,0
DT,15,17,0,0,0,0,2,1,0,0,0,0
LB,0,1,0,0,0,0,0,1,0,0,0,0
DE,6,1,4,0,0,0,0,4,0,0,0,0
DE,19,10,11,0,0,0,5,4,0,0,0,0
DT,20,33,3,0,0,0,2,8,0,0,0,0
DT,18,12,0,0,0,0,0,0,0,0,0,0
SS,25,5,4,0,0,0,0,4,0,0,0,0
DE,52,11,30,0,0,0,4,6,0,0,0,0
DT,4,4,0,0,0,0,0,11,0,0,0,0
SS,4,5,0,0,0,0,0,3,0,0,0,0
NT,38,34,11,0,0,0,0,4,0,0,0,0
S,54,5,4,0,6,0,1,0,0,0,0,0
DT,1,0,0,0,0,0,0,9,0,0,0,0
OLB,0,1,0,0,0,0,0,11,0,0,0,0
LB,45,24,3,0,0,0,0,13,0,0,0,0
OLB,4,1,4,0,0,0,0,12,0,0,0,0
S,33,12,3,0,4,0,0,7,0,0,0,0
LB,1,0,0,0,0,0,0,15,0,0,0,0
DE,1,4,3,0,0,0,0,2,0,0,0,0
CB,2,0,0,0,0,0,0,6,0,0,0,0
OLB,1,1,0,0,0,0,0,0,0,0,0,0
DT,8,6,2,0,0,0,3,3,0,0,0,0
DT,5,2,0,0,0,0,0,4,0,0,0,0
S,60,30,0,0,4,0,0,2,0,0,0,0
S,9,7,0,0,2,0,0,3,0,0,0,0
S,19,3,0,0,4,0,0,8,0,0,0,0
ILB,2,1,0,0,0,0,0,9,0,0,0,0
CB,14,0,0,0,4,0,0,0,0,0,0,0
OLB,5,1,0,0,0,0,0,1,0,0,0,0
ILB,10,4,0,0,0,0,0,9,0,0,0,0
DE,8,3,4,0,0,0,2,17,0,0,0,0
DT,0,2,0,0,0,0,0,3,0,0,0,0
CB,8,7,0,0,0,0,0,1,0,0,0,0
S,3,1,0,0,0,0,0,5,0,0,0,0
LB,49,41,3,0,2,0,2,10,0,0,0,0
CB,22,3,3,0,4,0,6,9,0,0,0,0
SS,46,18,4,0,3,1,2,2,0,0,0,0
S,60,23,8,0,4,2,6,0,0,0,0,0
S,53,15,4,0,0,0,0,7,0,0,0,0
S,11,2,0,0,0,0,0,9,0,0,0,0
DE,22,3,7,3,0,0,5,2,0,0,0,0
LB,76,32,3,3,0,0,3,0,0,0,0,0
S,16,7,0,0,6,0,0,0,0,0,0,0
OLB,52,25,0,0,0,0,2,1,0,0,0,0
LB,13,7,0,0,0,0,0,3,0,0,0,0
LB,37,16,0,0,0,0,0,3,0,0,0,0
DT,58,26,12,0,1,0,3,17,0,0,0,0
MLB,20,11,0,0,0,0,1,9,0,0,0,0
LB,28,17,0,0,2,0,0,9,0,0,0,0
DT,12,4,4,0,0,0,0,1,0,0,0,0
CB,21,2,0,0,2,0,0,2,0,0,0,0
S,66,18,1,0,8,0,1,0,0,0,0,0
S,2,1,0,0,0,0,0,13,0,0,0,0
CB,55,6,0,0,8,2,2,5,0,0,0,0
CB,2,0,0,0,0,0,0,5,0,0,0,0
LB,67,44,22,0,2,0,15,0,0,0,0,0
DE,0,3,0,0,0,0,0,11,0,0,0,0
S,30,15,0,0,2,0,0,10,0,0,0,0
LB,24,15,3,0,1,0,0,0,0,0,0,0
CB,1,0,0,0,0,0,0,8,0,0,0,0
DE,44,22,22,0,0,0,0,0,0,0,0,0
DT,79,19,41,0,3,0,13,0,0,0,0,1
DT,1,1,0,0,0,0,0,9,0,0,0,0
CB,17,4,0,0,0,0,0,4,0,0,0,0
DT,17,11,6,0,1,0,4,0,0,0,0,0
DE,19,10,4,0,0,0,3,4,0,0,0,0
S,92,18,4,0,10,2,2,16,0,0,0,1
LB,43,16,4,0,2,0,2,0,0,0,0,0
CB,19,6,0,0,0,0,0,7,0,0,0,0
S,24,6,0,0,4,0,0,0,0,0,0,0
CB,34,14,0,0,0,0,0,5,0,0,0,0
SS,19,4,4,0,0,0,0,3,0,0,0,0
OLB,18,19,10,0,2,0,3,0,0,0,0,0
DT,4,5,0,0,0,0,0,8,0,0,0,0
DE,33,8,7,0,0,0,2,1,0,0,0,0
DT,49,17,4,0,0,0,0,2,0,0,0,0
DT,46,20,8,0,0,0,2,2,0,0,0,0
DT,14,9,0,0,0,0,0,13,0,0,0,0
LB,29,13,7,0,2,0,0,5,0,0,0,0
DE,10,4,0,0,1,0,0,4,0,0,0,0
CB,1,0,0,0,0,0,0,17,0,0,0,0
CB,2,0,0,0,0,0,0,0,0,0,0,0
LB,34,15,6,0,0,0,0,1,0,0,0,0
CB,42,11,0,0,4,2,0,14,0,0,0,0
ILB,4,4,0,0,0,0,0,12,0,0,0,0
S,46,24,6,0,0,0,4,9,0,0,0,0
S,79,31,0,0,2,0,3,8,0,0,0,0
CB,21,6,0,0,0,0,0,5,0,0,0,0
CB,16,1,0,0,0,0,0,1,0,0,0,0
S,30,22,0,3,2,0,0,7,0,0,0,0
S,52,16,4,0,0,0,2,7,0,0,0,0
DE,46,15,22,0,0,0,6,2,0,0,0,0
SS,37,17,0,0,0,0,2,2,0,0,0,0
LB,16,5,0,0,2,0,0,2,0,0,0,0
CB,36,9,4,0,2,0,0,2,0,0,0,0
OLB,9,5,0,0,0,0,0,2,0,0,0,0
S,7,0,0,0,0,0,2,3,0,0,0,0
S,5,6,0,0,0,0,0,3,0,0,0,0
CB,67,8,3,0,2,0,3,3,0,0,0,0
DT,29,26,23,0,0,0,6,12,0,0,0,0
DT,19,27,13,0,0,0,0,0,0,0,0,0
CB,53,7,0,0,3,0,0,0,0,0,0,0
DE,28,6,12,0,1,1,0,0,0,0,0,0
DT,28,7,10,0,0,0,1,0,0,0,0,0
OLB,1,0,0,0,0,0,0,6,0,0,0,0
S,17,2,4,0,0,0,0,0,0,0,0,0
DE,0,1,0,0,0,0,0,5,0,0,0,0
FS,7,3,0,0,0,0,0,13,0,0,0,0
DT,22,18,4,0,0,0,0,6,0,0,0,0
CB,10,3,0,0,2,0,0,5,0,0,0,0
ILB,18,3,4,0,0,0,0,18,0,0,0,0
LB,26,3,12,0,2,0,4,8,0,0,0,0
DT,23,9,3,0,0,0,2,0,0,0,0,0
LB,22,3,4,0,1,0,2,0,0,0,0,0
FS,12,8,3,0,0,0,0,1,0,0,0,0
FS,3,1,0,0,0,0,0,1,0,0,0,0
LB,2,1,0,0,0,0,0,3,0,0,0,0
OLB,1,1,0,0,0,0,2,7,0,0,0,0
DE,24,34,0,0,0,0,0,2,0,0,0,0
FB,6,0,4,0,0,0,1,12,0,0,0,0
CB,10,3,0,0,0,0,2,2,0,0,0,0
OLB,22,10,21,0,0,0,4,6,0,0,0,0
DE,19,2,4,0,0,0,4,0,0,0,0,0
DT,11,4,4,0,0,0,0,1,0,0,0,0
DT,1,0,0,0,0,0,0,1,0,0,0,0
CB,1,0,0,0,0,0,0,4,0,0,0,0
CB,1,0,0,0,0,0,0,4,0,0,0,0
CB,26,3,0,0,0,0,2,8,0,0,0,0
DT,21,5,8,0,1,0,2,1,0,0,0,0
LB,53,15,27,0,0,0,0,1,0,0,0,0
NT,9,16,0,0,0,0,0,14,0,0,0,0
OLB,13,10,4,0,0,0,0,8,0,0,0,0
OLB,4,2,3,0,0,0,4,15,0,0,0,0
DT,0,1,0,0,0,0,0,8,0,0,0,0
CB,5,1,0,0,0,0,0,13,0,0,0,0
CB,38,10,0,0,5,0,2,0,0,0,0,0
LB,0,1,0,0,0,0,0,8,0,0,0,0
CB,7,1,0,0,0,0,2,3,0,0,0,0
OLB,8,5,0,0,0,0,0,7,0,0,0,0
ILB,0,1,0,0,0,0,0,13,0,0,0,0
DE,108,26,60,3,0,0,8,7,0,0,0,0
CB,49,9,0,0,4,0,0,2,0,0,0,0
DT,1,2,0,0,0,0,0,5,0,0,0,0
DT,18,8,0,0,0,0,0,12,0,0,0,0
LB,8,4,6,0,0,3,4,0,0,0,0,0
CB,62,27,0,0,4,0,6,0,0,0,0,0
DT,25,23,0,0,0,0,0,3,0,0,0,0
S,4,1,0,0,1,0,0,10,0,0,0,0
CB,22,4,0,0,0,0,0,3,0,0,0,0
DE,35,7,8,0,0,0,0,3,0,0,0,0
DE,0,1,0,0,0,0,0,9,0,0,0,0
CB,3,2,0,0,0,0,0,5,0,0,0,0
S,27,14,0,0,8,2,0,0,0,0,0,0
DT,16,13,0,0,0,0,0,2,0,0,0,0
CB,1,0,0,0,0,0,0,6,0,0,0,0
CB,13,3,3,0,2,0,4,6,0,0,0,0
FS,3,0,0,0,0,0,0,2,0,0,0,0
DE,45,18,21,0,0,0,10,0,0,0,0,0
DT,3,1,0,0,0,0,0,5,0,0,0,0
DT,19,14,1,0,1,0,1,14,0,0,0,0
CB,6,0,0,0,0,0,0,1,0,0,0,0
DT,1,1,0,0,0,0,0,0,0,0,0,0
DT,2,5,0,0,0,0,0,0,0,0,0,0
LB,60,27,0,0,1,0,0,4,0,0,0,0
ILB,9,8,0,0,0,0,0,12,0,0,0,0
CB,25,8,6,0,12,0,4,6,0,0,0,0
OLB,1,0,0,0,0,0,0,3,0,0,0,0
DT,29,24,18,0,1,0,0,15,0,0,0,0
LB,58,66,0,0,4,2,2,13,0,0,0,0
DT,5,2,0,0,0,0,0,9,0,0,0,0
S,2,0,0,0,0,0,0,3,0,0,0,0
LB,16,7,0,0,0,0,0,0,0,0,0,0
CB,37,4,0,0,1,0,0,11,0,0,0,0
DT,9,5,4,0,0,0,0,2,0,0,0,0
DT,12,16,0,0,0,0,0,4,0,0,0,0
S,59,13,3,0,6,0,0,13,0,0,0,0
CB,59,12,0,0,6,0,0,7,0,0,0,0
DT,4,6,3,0,0,0,0,4,0,0,0,0
DE,3,1,3,0,0,0,4,4,0,0,0,0
CB,57,13,0,0,4,0,0,0,0,0,0,0
LB,24,38,1,0,4,0,1,5,0,0,0,0
DE,1,2,0,0,0,0,0,14,0,0,0,0
OLB,1,2,0,0,0,0,0,2,0,0,0,0
CB,32,8,2,0,0,0,7,6,0,0,0,0
DT,35,2,15,5,0,0,2,6,0,0,0,0
LB,30,2,19,0,0,0,0,9,0,0,0,0
LB,62,22,12,0,2,0,9,0,0,0,0,1
DE,64,23,26,0,0,0,2,4,0,0,0,0
CB,72,15,15,0,0,3,4,1,0,0,0,0
S,16,6,0,0,0,0,0,0,0,0,0,0
CB,50,15,5,0,0,0,6,2,0,0,0,0
LB,73,42,15,0,2,0,1,2,0,0,0,0
LB,9,4,3,0,0,0,0,1,0,0,0,0
DT,16,1,4,0,0,0,0,0,0,0,0,0
S,9,1,0,0,0,0,2,1,0,0,0,0
CB,44,11,0,0,3,0,2,12,0,0,0,0
DT,11,4,4,0,0,0,0,4,0,0,0,0
CB,9,4,0,0,0,0,0,3,0,0,0,0
DT,23,10,4,0,0,0,0,13,0,0,0,0
DE,2,3,0,0,0,0,0,5,0,0,0,0
LB,95,44,16,0,0,0,2,3,0,0,0,0
DE,35,4,16,0,1,0,0,0,0,0,0,0
S,49,11,4,0,2,2,0,4,0,0,0,0
DE,21,22,14,0,0,0,4,0,0,0,0,0
DE,3,3,3,0,0,0,0,0,0,0,0,0
S,14,6,0,0,0,0,0,17,0,0,0,0
LB,4,9,0,0,0,0,0,9,0,0,0,0
LB,115,32,11,0,2,2,8,14,0,0,0,0
FS,16,6,0,0,2,0,0,5,0,0,0,0
MLB,5,2,0,0,0,0,0,8,0,0,0,0
DE,8,8,0,0,0,0,0,14,0,0,0,0
CB,28,8,0,0,0,0,0,10,0,0,0,0
S,85,24,10,0,4,0,2,0,0,0,0,0
CB,41,12,0,0,6,2,0,8,0,0,0,0
DE,26,21,15,0,1,0,10,0,0,0,0,0
S,7,1,0,0,0,0,0,14,0,0,0,0
SS,52,23,0,0,4,0,2,3,0,0,0,0
DT,18,6,0,0,0,0,0,9,0,0,0,0
LB,43,33,8,0,0,0,2,1,0,0,0,0
LB,11,2,4,0,0,0,0,0,0,0,0,0
DE,9,2,3,0,0,0,0,10,0,0,0,0
LB,46,21,15,0,0,0,2,4,0,0,0,0
DE,44,17,19,0,1,0,2,6,0,0,0,0
LB,61,48,17,0,2,0,5,0,0,0,0,0
LB,104,22,10,0,2,2,8,0,0,0,0,0
LB,7,5,7,0,1,0,0,11,0,0,0,0
CB,33,10,0,0,2,0,3,0,0,0,0,0
CB,15,4,0,0,2,0,1,5,0,0,0,0
S,1,0,0,0,0,0,0,4,0,0,0,0
DT,91,34,46,0,1,0,0,1,0,0,0,1
S,60,19,8,0,0,0,0,10,0,0,0,0
S,36,7,8,0,0,0,0,2,0,0,0,0
DT,14,25,0,0,0,0,0,4,0,0,0,0
S,10,9,0,0,2,0,0,1,0,0,0,0
DE,57,27,29,1,0,0,3,4,0,0,0,0
DE,55,25,27,0,2,0,0,0,0,0,0,0
CB,1,2,0,0,0,0,0,4,0,0,0,0
LB,14,12,12,0,0,0,2,5,0,0,0,0
LB,13,3,0,0,0,0,0,3,0,0,0,0
CB,4,0,0,0,0,0,0,5,0,0,0,0
DE,0,1,0,0,0,0,0,6,0,0,0,0
CB,43,9,0,0,7,0,0,4,0,0,0,0
MLB,39,27,0,0,4,0,4,1,0,0,0,0
CB,19,3,0,0,0,0,0,0,0,0,0,0
CB,51,6,0,0,2,0,0,0,0,0,0,0
LB,30,23,3,0,0,0,1,0,0,0,0,0
DT,29,8,19,0,0,0,0,2,0,0,0,0
CB,12,0,0,0,0,0,0,5,0,0,0,0
LB,41,26,4,0,0,0,0,0,0,0,0,0
LB,80,29,16,0,0,0,0,0,0,0,0,0
S,22,8,0,0,2,0,0,6,0,0,0,0
DE,37,14,12,0,2,0,3,9,0,0,0,0
DT,21,6,8,0,1,0,0,9,0,0,0,0
S,13,5,0,0,0,0,2,9,0,0,0,0
DE,2,1,0,0,0,0,0,12,0,0,0,0
LB,20,7,18,0,1,0,1,7,0,0,0,0
DE,38,15,26,0,0,0,2,0,0,0,0,0
S,22,6,0,0,0,0,0,4,0,0,0,0
DT,4,3,0,0,0,0,0,7,0,0,0,0
DE,37,12,23,0,0,0,0,18,0,0,0,0
LB,32,17,0,0,0,0,0,0,0,0,0,0
CB,1,0,0,0,0,0,0,15,0,0,0,0
DT,19,12,6,0,1,0,2,5,0,0,0,0
S,57,14,4,0,0,0,0,1,0,0,0,0
S,18,4,0,0,0,0,0,2,0,0,0,0
DT,21,17,4,0,1,0,0,4,0,0,0,0
CB,9,1,0,0,0,0,0,1,0,0,0,0
S,29,7,0,0,0,0,2,4,0,0,0,0
DE,9,3,11,0,0,0,0,7,0,0,0,0
DT,11,5,8,0,0,0,0,0,0,0,0,0
LB,3,3,0,0,0,0,0,6,0,0,0,0
CB,0,0,0,0,0,0,0,1,0,0,0,0
MLB,6,3,2,0,4,0,0,1,0,0,0,0
DT,2,3,0,0,0,0,0,1,0,0,0,0
S,25,8,0,0,2,0,0,5,0,0,0,0
ILB,2,0,0,0,0,0,0,1,0,0,0,0
DT,3,0,0,0,0,0,0,18,0,0,0,0
LB,1,0,0,0,0,0,0,8,0,0,0,0
LB,8,4,0,0,0,0,0,2,0,0,0,0
LB,11,8,0,0,0,0,0,12,0,0,0,0
CB,6,4,0,0,0,0,0,3,0,0,0,0
LB,25,13,2,0,3,0,2,10,0,0,0,0
CB,2,1,0,0,0,0,0,13,0,0,0,0
CB,18,4,0,0,0,0,0,0,0,0,0,0
S,12,3,0,0,0,0,0,1,0,0,0,0
LB,7,6,0,0,0,0,0,8,0,0,0,0
DE,12,3,11,0,0,0,0,0,0,0,0,0
S,3,2,0,0,0,0,0,5,0,0,0,0
LB,3,3,0,0,0,0,0,9,0,0,0,0
CB,2,0,0,0,0,0,0,7,0,0,0,0
DT,1,1,0,0,0,0,0,7,0,0,0,0
OLB,3,0,0,0,0,0,0,9,0,0,0,0
LB,29,9,0,0,2,0,0,7,0,0,0,0
CB,26,1,3,0,0,0,0,3,0,0,0,0
LB,18,6,0,0,0,0,0,9,0,0,0,0
,0,1,0,0,0,0,0,5,0,0,0,0
S,4,0,0,0,0,0,0,9,0,0,0,0
DT,36,47,15,0,1,0,1,11,0,0,0,0
DE,40,12,30,0,0,0,8,0,0,0,0,0
CB,30,3,4,0,4,2,0,0,0,0,0,0
DT,4,7,0,0,0,0,0,2,0,0,0,0
LB,6,2,4,0,0,0,0,6,0,0,0,0
LB,11,9,0,0,0,0,0,12,0,0,0,0
DT,15,12,7,0,0,0,0,13,0,0,0,0
CB,20,3,0,0,0,0,0,4,0,0,0,0
LB,1,1,0,0,0,0,0,1,0,0,0,0
FS,34,24,1,0,1,0,3,11,0,0,0,0
CB,15,0,0,0,0,0,2,2,0,0,0,0
DT,4,0,0,0,0,0,0,12,0,0,0,0
S,20,3,0,0,2,0,2,7,0,0,0,0
DT,8,8,3,0,0,0,0,2,0,0,0,0
CB,11,1,0,0,2,0,0,0,0,0,0,0
DT,25,24,3,0,2,0,1,2,0,0,0,0
DE,3,2,0,0,0,0,0,2,0,0,0,0
CB,8,0,0,0,0,0,0,4,0,0,0,0
LB,3,0,2,0,0,0,3,7,0,0,0,0
DE,42,19,14,0,0,0,12,5,0,0,0,0
S,55,18,8,0,2,0,2,5,0,0,0,0
DE,11,6,0,0,0,0,0,3,0,0,0,0
DE,16,10,7,0,0,0,0,4,0,0,0,0
LB,0,2,0,0,0,0,0,1,0,0,0,0
LB,76,46,4,0,2,1,5,15,0,0,0,0
LB,62,17,8,0,0,0,2,6,0,0,0,0
CB,8,1,0,0,0,0,0,4,0,0,0,0
DT,13,9,11,0,0,0,5,1,0,0,0,0
FS,9,5,0,0,0,0,0,7,0,0,0,0
LB,63,49,14,0,4,0,8,4,0,0,0,0
LB,17,8,4,0,2,0,0,6,0,0,0,0
LB,2,0,0,0,2,0,0,5,0,0,0,0
DT,6,2,0,0,0,0,0,5,0,0,0,0
DE,27,23,20,0,1,0,10,0,0,0,0,0
LB,46,8,3,0,4,2,4,4,0,0,0,0
DT,21,4,4,0,0,0,0,0,0,0,0,0
DT,5,1,0,0,0,0,0,5,0,0,0,0
DT,23,17,0,0,0,0,0,5,0,0,0,0
DE,28,11,14,0,1,0,0,0,0,0,0,0
CB,1,0,0,0,0,0,0,0,0,0,0,0
DT,6,7,3,0,0,0,0,11,0,0,0,0
DT,19,4,13,5,0,0,0,15,0,0,0,0
DT,22,6,8,0,0,0,1,2,0,0,0,0
CB,66,7,0,0,17,4,2,0,0,0,0,0
OLB,3,2,0,0,0,0,0,10,0,0,0,0
CB,13,2,0,0,0,0,0,9,0,0,0,0
LB,13,7,0,0,0,0,0,6,0,0,0,0
LB,7,0,0,3,0,0,0,6,0,0,0,0
LB,1,1,0,0,0,0,0,16,0,0,0,0
CB,62,13,0,0,4,0,0,14,0,0,0,0
DE,9,6,2,0,0,0,2,14,0,0,0,0
S,9,1,0,0,0,0,0,6,0,0,0,0
LB,35,9,11,0,0,0,2,2,0,0,0,0
OLB,7,1,4,0,0,0,0,1,0,0,0,0
DE,24,2,12,0,0,0,2,0,0,0,0,0
CB,4,0,0,0,0,0,0,6,0,0,0,0
LB,5,3,0,0,0,0,0,4,0,0,0,0
LB,28,5,16,0,0,0,0,0,0,0,0,0
CB,44,24,0,0,1,0,0,3,0,0,0,0
LB,28,10,12,0,2,0,6,9,0,0,0,0
S,54,7,0,0,6,2,0,0,0,0,0,0
DT,37,23,12,0,0,0,0,0,0,0,0,0
LB,72,42,0,0,2,0,2,11,0,0,0,0
DT,33,19,9,0,0,0,9,10,0,0,0,0
DT,21,17,4,0,0,0,0,5,0,0,0,0
CB,31,11,0,0,0,0,0,8,0,0,0,0
OLB,45,27,18,0,2,0,6,0,0,0,0,0
DE,34,10,27,0,0,0,6,0,0,0,0,0
DE,17,7,18,0,0,0,4,0,0,0,0,0
DT,10,14,7,0,0,0,0,2,0,0,0,0
CB,36,5,0,0,2,0,0,6,0,0,0,0
OLB,30,5,15,0,0,0,10,1,0,0,0,0
LB,51,12,29,0,1,0,12,15,0,0,0,0
S,66,19,0,0,4,0,4,1,0,0,0,0
NT,12,12,0,0,0,0,0,0,0,0,0,0
DE,5,3,3,0,0,0,0,0,0,0,0,0
OLB,25,15,2,0,2,0,2,2,0,0,0,0
FS,9,7,0,0,0,0,0,3,0,0,0,0
ILB,74,50,2,0,1,0,1,10,0,0,0,0
LB,74,31,46,0,3,0,10,1,0,0,0,1
LB,47,19,45,0,2,0,18,0,0,0,0,1
CB,56,13,0,0,2,0,2,1,0,0,0,0
DE,18,12,18,0,0,0,0,2,0,0,0,0
LB,86,38,10,0,7,1,4,13,0,0,0,0
LB,74,27,4,0,3,2,0,6,0,0,0,0
DT,14,11,0,0,0,0,0,0,0,0,0,0
OLB,20,5,8,0,0,0,0,16,0,0,0,0
DE,15,6,7,0,0,0,0,2,0,0,0,0
DT,25,9,8,0,3,0,2,16,0,0,0,0
CB,32,8,0,0,2,0,0,3,0,0,0,0
DT,19,27,0,0,0,0,0,4,0,0,0,0
CB,51,10,0,0,8,2,2,2,0,0,0,0
SS,44,21,0,0,0,0,2,3,0,0,0,0
DT,12,13,5,0,0,0,0,0,0,0,0,0
OLB,30,15,0,0,2,0,0,3,0,0,0,0
CB,14,0,0,0,0,0,0,1,0,0,0,0
OLB,35,15,15,0,0,0,0,15,0,0,0,0
CB,34,10,0,0,0,0,2,0,0,0,0,0
ILB,58,28,5,0,0,0,2,4,0,0,0,0
SS,20,6,0,0,0,0,0,10,0,0,0,0
DE,14,8,3,0,0,0,0,4,0,0,0,0
DE,9,7,0,0,0,0,2,1,0,0,0,0
S,23,21,3,0,2,0,2,8,0,0,0,0
MLB,7,0,0,0,0,0,0,9,0,0,0,0
DT,19,22,1,0,1,0,0,6,0,0,0,0
DE,17,2,10,0,0,0,8,7,0,0,0,0
DT,46,43,22,0,0,0,3,8,0,0,0,0
DE,27,17,15,0,0,0,5,0,0,0,0,0
NT,0,2,0,0,0,0,0,10,0,0,0,0
S,91,24,0,0,2,0,4,1,0,0,0,0
LB,59,18,25,0,1,0,2,1,0,0,0,0
CB,46,10,0,0,2,0,0,4,0,0,0,0
OLB,80,50,11,0,4,0,2,0,0,0,0,0
CB,23,15,8,0,2,0,2,0,0,0,0,0
FS,21,15,0,0,0,0,0,6,0,0,0,0
S,53,19,0,0,10,0,0,0,0,0,0,0
DT,34,27,6,0,0,0,2,0,0,0,0,0
MLB,103,44,7,0,2,0,0,9,0,0,0,1
S,55,43,4,0,8,0,2,5,0,0,0,1
OLB,65,36,3,0,0,0,0,4,0,0,0,0
OLB,28,14,4,0,0,0,0,8,0,0,0,0
DE,26,16,17,0,0,1,8,2,0,0,0,0
DT,25,5,4,0,2,0,0,1,0,0,0,0
DE,40,12,26,0,0,0,10,3,0,0,0,0
DT,6,4,0,0,0,0,0,6,0,0,0,0
S,54,32,4,0,2,0,1,3,0,0,0,0
CB,39,24,2,0,2,0,3,0,0,0,0,0
SS,8,8,0,0,0,0,0,7,0,0,0,0
LB,51,15,6,0,2,0,0,10,0,0,0,0
ILB,78,39,0,0,0,0,0,1,0,0,0,0
DE,24,29,9,0,0,0,2,11,0,0,0,0
ILB,12,8,0,0,0,0,0,5,0,0,0,0
DE,19,4,11,0,0,0,0,10,0,0,0,0
DE,4,2,0,0,0,0,0,10,0,0,0,0
DE,38,15,16,0,3,0,5,0,0,0,0,0
NT,25,5,4,0,0,0,0,5,0,0,0,0
CB,34,11,0,0,4,2,0,10,0,0,0,0
CB,43,10,4,0,12,0,2,6,0,0,0,1
CB,36,12,0,0,6,2,0,1,0,0,0,1
CB,30,4,0,0,2,2,0,1,0,0,0,0
CB,49,3,0,0,4,0,2,16,0,0,0,0
DT,69,23,36,5,2,0,8,3,0,0,0,1
DE,35,18,14,0,2,0,0,3,0,0,0,0
DE,10,2,2,0,0,0,2,10,0,0,0,0
DT,21,27,7,0,0,0,0,10,0,0,0,0
DE,53,25,45,0,0,1,19,0,0,0,0,1
OLB,20,12,0,0,0,0,0,0,0,0,0,0
SS,24,3,0,0,0,0,0,16,0,0,0,0
DE,55,13,19,0,0,0,1,17,0,0,0,0
FS,45,18,0,0,2,0,2,6,0,0,0,0
SS,50,19,0,0,12,0,3,0,0,0,0,0
CB,50,14,0,0,2,0,0,0,0,0,0,0
CB,45,11,7,0,2,0,10,0,0,0,0,0
NT,26,11,0,0,0,0,0,0,0,0,0,0
LB,65,11,40,0,1,0,9,1,0,0,0,0
DT,31,17,6,0,0,0,8,0,0,0,0,0
DT,18,21,7,0,0,0,0,14,0,0,0,0
DT,38,26,14,0,0,0,8,1,0,0,0,0
DT,31,11,15,0,0,0,3,13,0,0,0,0
DE,48,14,20,0,0,0,0,0,0,0,0,0
LB,3,2,0,0,0,0,0,1,0,0,0,0
OLB,19,3,0,0,0,0,0,3,0,0,0,0
OLB,46,56,7,0,0,0,2,0,0,0,0,0
OLB,45,13,17,0,0,0,0,5,0,0,0,0
CB,11,5,0,0,0,0,0,8,0,0,0,0
CB,35,7,0,0,4,0,0,3,0,0,0,0
CB,40,17,2,0,0,0,5,3,0,0,0,0
DT,35,15,15,0,0,0,0,4,0,0,0,0
DE,5,9,0,0,0,0,0,0,0,0,0,0
LB,75,10,43,0,1,0,2,2,0,0,0,0
S,49,25,4,0,6,4,0,7,0,0,0,0
ILB,37,31,0,0,0,0,0,0,0,0,0,0
DE,44,13,27,3,0,0,4,13,0,0,0,0
CB,36,3,0,0,2,0,0,14,0,0,0,0
LB,36,6,19,0,0,0,4,0,0,0,0,0
DT,25,18,5,0,1,0,3,7,0,0,0,0
S,53,39,4,1,2,0,0,0,0,0,0,0
MLB,8,9,0,0,0,0,0,2,0,0,0,0
MLB,18,11,0,0,2,0,0,1,0,0,0,0
FS,33,6,0,0,6,0,2,5,0,0,0,0
FS,62,27,0,0,4,0,1,4,0,0,0,0
LB,36,16,18,0,1,0,3,3,0,0,0,0
S,53,26,0,0,2,0,0,0,0,0,0,0
DE,30,10,8,3,0,0,2,13,0,0,0,0
CB,37,8,0,0,4,0,0,0,0,0,0,0
DT,33,7,17,0,0,0,2,13,0,0,0,0
DE,40,24,17,0,0,0,0,7,0,0,0,0
OLB,12,9,0,0,0,0,0,0,0,0,0,0
NT,8,3,0,0,0,0,0,9,0,0,0,0
FS,63,14,4,0,3,0,0,10,0,0,0,0
CB,33,7,4,0,5,0,0,2,0,0,0,0
FS,26,13,0,0,0,0,2,1,0,0,0,0
S,51,19,0,0,4,0,2,0,0,0,0,0
SS,16,14,4,0,0,0,0,3,0,0,0,0
S,2,1,0,0,0,0,0,0,0,0,0,0
CB,61,11,0,0,5,0,0,1,0,0,0,0
S,31,21,4,0,4,2,0,7,0,0,0,0
DT,11,10,7,0,0,0,2,7,0,0,0,0
LB,44,38,0,0,2,0,0,15,0,0,0,0
S,59,15,0,0,6,0,2,3,0,0,0,0
CB,53,13,0,0,3,0,3,15,0,0,0,0
S,64,26,0,0,4,0,2,0,0,0,0,0
CB,3,0,0,0,0,0,0,14,0,0,0,0
LB,36,11,4,0,0,0,2,0,0,0,0,0
S,2,5,0,0,0,0,0,1,0,0,0,0
CB,0,0,0,0,0,0,0,11,0,0,0,1
LB,34,24,4,0,0,0,0,1,0,0,0,0
DT,16,14,4,0,0,0,0,1,0,0,0,0
S,67,14,0,0,2,0,2,0,0,0,0,0
FS,23,8,0,0,4,0,0,12,0,0,0,0
FS,71,24,4,0,3,0,6,15,0,0,0,0
OLB,1,3,0,0,0,0,0,11,0,0,0,0
DE,46,34,31,0,3,0,9,3,0,0,0,0
